"Story","Title","Result","Date","Stability","Duration (s)"
"Update the plans swap to the customer","Testing a plan swap, with the requestBody of PUT endpoint","FAILURE","2018-07-23T15:55:04.547+05:30[Asia/Kolkata]","0.0","14.19"
